Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:BHP,"BHP Group Limited (ASX:BHP)",https://www.listcorp.com/asx/bhp/bhp-group-limited,"	225204000000",43.36,-1.07,-2.41,Materials
ASX:CBA,"Commonwealth Bank (ASX:CBA)",https://www.listcorp.com/asx/cba/commonwealth-bank,"	165522000000",97.82,-0.93,-0.94,Financials
ASX:CSL,"CSL Limited (ASX:CSL)",https://www.listcorp.com/asx/csl/csl-limited,"	112598000000",236.8,3.71,1.59,"Health Care"
ASX:NAB,"National Australia Bank (ASX:NAB)",https://www.listcorp.com/asx/nab/nab,"	89644400000",28.56,-0.09,-0.31,Financials
ASX:ANZ,"ANZ Group Holdings Limited (ASX:ANZ)",https://www.listcorp.com/asx/anz/anz-group-holdings-limited,"	75943600000",25.22,-0.05,-0.2,Financials
ASX:WBC,"Westpac Banking Corp (ASX:WBC)",https://www.listcorp.com/asx/wbc/westpac,"	73199300000",20.84,-0.02,-0.1,Financials
ASX:WDS,"Woodside Energy Group Ltd (ASX:WDS)",https://www.listcorp.com/asx/wds/woodside-energy-group,"	69038500000",35.19,-1.17,-3.22,Energy
ASX:FMG,"Fortescue Metals Group (ASX:FMG)",https://www.listcorp.com/asx/fmg/fortescue-metals,"	65859100000",20.81,-0.58,-2.71,Materials
ASX:MQG,"Macquarie Group Limited (ASX:MQG)",https://www.listcorp.com/asx/mqg/macquarie-group-limited,"	62450800000",162.19,0.60,0.37,Financials
ASX:WES,"Wesfarmers Limited (ASX:WES)",https://www.listcorp.com/asx/wes/wesfarmers-limited,"	58139800000",51.24,-0.03,-0.06,"Consumer Discretionary"
ASX:WOW,"Woolworths Group Limited (ASX:WOW)",https://www.listcorp.com/asx/wow/woolworths-group,"	44648900000",36.81,0.26,0.71,"Consumer Staples"
ASX:TLS,"Telstra Group Limited (ASX:TLS)",https://www.listcorp.com/asx/tls/telstra-group-limited,"	44022400000",3.79,-0.02,-0.52,"Communication Services"
ASX:RIO,"Rio Tinto (ASX:RIO)",https://www.listcorp.com/asx/rio/rio-tinto,"	42548800000",111.85,-2.77,-2.42,Materials
ASX:GMG,"Goodman Group (ASX:GMG)",https://www.listcorp.com/asx/gmg/goodman-group,"	40072700000",21.06,-0.04,-0.19,"Real Estate"
ASX:TCL,"Transurban Group (ASX:TCL)",https://www.listcorp.com/asx/tcl/transurban-group,"	36960900000",11.98,0.01,0.08,Industrials
ASX:STO,"Santos Limited (ASX:STO)",https://www.listcorp.com/asx/sto/santos-limited,"	25982200000",7.8,-0.20,-2.5,Energy
ASX:ALL,"Aristocrat Leisure Limited (ASX:ALL)",https://www.listcorp.com/asx/all/aristocrat-leisure-limited,"	25345700000",39.14,0.06,0.15,"Consumer Discretionary"
ASX:QBE,"QBE Insurance Group Limited (ASX:QBE)",https://www.listcorp.com/asx/qbe/qbe-insurance-group-limited,"	23320000000",15.35,-0.26,-1.67,Financials
ASX:NCM,"Newcrest Mining Limited (ASX:NCM)",https://www.listcorp.com/asx/ncm/newcrest-mining-limited,"	22185900000",24.31,-0.50,-2.02,Materials
ASX:REA,"REA Group Ltd (ASX:REA)",https://www.listcorp.com/asx/rea/rea-group,"	20513800000",154.44,-0.82,-0.53,"Communication Services"
ASX:COL,"Coles Group Limited (ASX:COL)",https://www.listcorp.com/asx/col/coles-group-limited,"	20249900000",15.23,0.10,0.66,"Consumer Staples"
ASX:WTC,"WiseTech Global Limited (ASX:WTC)",https://www.listcorp.com/asx/wtc/wisetech-global-limited,"	19998900000",60,0.00,0,"Information Technology"
ASX:BXB,"Brambles Limited (ASX:BXB)",https://www.listcorp.com/asx/bxb/brambles-limited,"	19913200000",14.26,-0.07,-0.49,Industrials
ASX:SUN,"Suncorp Group Limited (ASX:SUN)",https://www.listcorp.com/asx/sun/suncorp-group-limited,"	17656700000",13.51,-0.39,-2.81,Financials
ASX:JHX,"James Hardie Industries plc (ASX:JHX)",https://www.listcorp.com/asx/jhx/james-hardie-industries-plc,"	17257000000",39.31,-0.11,-0.28,Materials
ASX:XRO,"Xero Limited (ASX:XRO)",https://www.listcorp.com/asx/xro/xero-limited,"	16593300000",107.9,-1.65,-1.51,"Information Technology"
ASX:COH,"Cochlear Limited (ASX:COH)",https://www.listcorp.com/asx/coh/cochlear-limited,"	16064900000",247.47,2.33,0.95,"Health Care"
ASX:ORG,"Origin Energy Limited (ASX:ORG)",https://www.listcorp.com/asx/org/origin-energy-limited,"	15832100000",9.19,0.00,0,Utilities
ASX:CPU,"Computershare Limited (ASX:CPU)",https://www.listcorp.com/asx/cpu/computershare-limited,"	15678900000",25.38,-0.59,-2.27,Industrials
ASX:S32,"South32 Limited (ASX:S32)",https://www.listcorp.com/asx/s32/south32-limited,"	15284200000",3.27,-0.10,-2.97,Materials
ASX:IAG,"Insurance Australia Group Limited (ASX:IAG)",https://www.listcorp.com/asx/iag/insurance-australia-group-limited,"	14009500000",5.74,-0.03,-0.52,Financials
ASX:NST,"Northern Star Resources Limited (ASX:NST)",https://www.listcorp.com/asx/nst/northern-star-resources-limited,"	13940100000",12.15,0.02,0.16,Materials
ASX:SHL,"Sonic Healthcare Limited (ASX:SHL)",https://www.listcorp.com/asx/shl/sonic-healthcare,"	13885400000",29.52,0.25,0.85,"Health Care"
ASX:SCG,"Scentre Group Limited (ASX:SCG)",https://www.listcorp.com/asx/scg/scentre-group-limited,"	13079800000",2.49,-0.03,-1.19,"Real Estate"
ASX:SOL,"Washington H. Soul Pattinson and Company Limited (ASX:SOL)",https://www.listcorp.com/asx/sol/washington-h.-soul-pattinson-and-company-limited,"	12384800000",34.24,-0.07,-0.2,Financials
ASX:VAS,"Vanguard Australian Shares Index ETF (ASX:VAS)",https://www.listcorp.com/asx/vas/vanguard-australian-shares-index-etf,"	12260000000",84.63,-0.70,-0.82,Financials
ASX:RMD,"ResMed Inc (ASX:RMD)",https://www.listcorp.com/asx/rmd/resmed-inc,"	11734900000",23.44,0.80,3.53,"Health Care"
ASX:MIN,"Mineral Resources Limited (ASX:MIN)",https://www.listcorp.com/asx/min/mineral-resources-limited,"	11623400000",56.44,-3.11,-5.22,Materials
ASX:PLS,"Pilbara Minerals Limited (ASX:PLS)",https://www.listcorp.com/asx/pls/pilbara-minerals-limited,"	11616500000",3.58,-0.28,-7.25,Materials
ASX:REH,"Reece Limited (ASX:REH)",https://www.listcorp.com/asx/reh/reece-limited,"	11375800000",17.63,0.02,0.11,Industrials
ASX:RHC,"Ramsay Health Care Limited (ASX:RHC)",https://www.listcorp.com/asx/rhc/ramsay-health-care-limited,"	11375400000",49.95,0.37,0.75,"Health Care"
ASX:FPH,"Fisher & Paykel Healthcare Corporation Limited (ASX:FPH)",https://www.listcorp.com/asx/fph/fisher-and-paykel-healthcare-corporation-limited,"	11023700000",19.44,0.50,2.64,"Health Care"
ASX:CAR,"Carsales.com Ltd (ASX:CAR)",https://www.listcorp.com/asx/car/carsales.com-ltd,"	10726100000",28.41,-0.04,-0.14,"Communication Services"
ASX:ASX,"ASX Limited (ASX:ASX)",https://www.listcorp.com/asx/asx/asx-limited,"	10521900000",55.31,0.96,1.77,Financials
ASX:AIA,"Auckland International Airport Limited (ASX:AIA)",https://www.listcorp.com/asx/aia/auckland-international-airport-limited,"	10381500000",6.99,-0.06,-0.85,Industrials
ASX:APA,"APA Group (ASX:APA)",https://www.listcorp.com/asx/apa/apa-group,"	10225200000",8.02,0.05,0.63,Utilities
ASX:TPG,"TPG Telecom Limited (ASX:TPG)",https://www.listcorp.com/asx/tpg/tpg-telecom-limited,"	9928880000",5.27,-0.07,-1.31,"Communication Services"
ASX:TLC,"The Lottery Corporation Limited (ASX:TLC)",https://www.listcorp.com/asx/tlc/the-lottery-corporation-limited,"	9904680000",4.48,0.03,0.67,"Consumer Discretionary"
ASX:SVW,"Seven Group Holdings Limited (ASX:SVW)",https://www.listcorp.com/asx/svw/seven-group-holdings-limited,"	9736820000",26.56,-0.22,-0.82,Industrials
ASX:MPL,"Medibank Private Limited (ASX:MPL)",https://www.listcorp.com/asx/mpl/medibank-private-limited,"	9721630000",3.51,-0.02,-0.57,Financials
ASX:EDV,"Endeavour Group Limited (ASX:EDV)",https://www.listcorp.com/asx/edv/endeavour-group-limited,"	9116090000",5.09,0.00,0,"Consumer Staples"
ASX:WOR,"Worley Limited (ASX:WOR)",https://www.listcorp.com/asx/wor/worley-limited,"	8965310000",16.48,-0.54,-3.17,Industrials
ASX:SGP,"Stockland (ASX:SGP)",https://www.listcorp.com/asx/sgp/stockland,"	8856410000",3.68,-0.03,-0.81,"Real Estate"
ASX:AMC,"Amcor Limited (ASX:AMC)",https://www.listcorp.com/asx/amc/amcor-limited,"	8731730000",13.58,-0.03,-0.22,Materials
ASX:TWE,"Treasury Wine Estates Limited (ASX:TWE)",https://www.listcorp.com/asx/twe/treasury-wine-estates-limited,"	8496150000",11.93,0.16,1.36,"Consumer Staples"
ASX:IGO,"IGO Limited (ASX:IGO)",https://www.listcorp.com/asx/igo/igo-limited,"	8451110000",10.58,-0.58,-5.2,Materials
ASX:AFI,"Australian Foundation Investment Company Limited (ASX:AFI)",https://www.listcorp.com/asx/afi/australian-foundation-investment-company-limited,"	8426670000",6.69,-0.07,-1.04,Financials
ASX:SPK,"Spark New Zealand Limited (ASX:SPK)",https://www.listcorp.com/asx/spk/spark-new-zealand-limited,"	8413750000",4.56,-0.02,-0.44,"Communication Services"
ASX:QAN,"Qantas Airways Limited (ASX:QAN)",https://www.listcorp.com/asx/qan/qantas-airways-limited,"	8225650000",4.79,0.02,0.42,Industrials
ASX:PME,"Pro Medicus Limited (ASX:PME)",https://www.listcorp.com/asx/pme/pro-medicus,"	8164220000",79.37,1.21,1.55,"Health Care"
ASX:BSL,"BlueScope Steel Limited (ASX:BSL)",https://www.listcorp.com/asx/bsl/bluescope-steel-limited,"	8086040000",18.08,0.18,1.01,Materials
ASX:MGR,"Mirvac Group (ASX:MGR)",https://www.listcorp.com/asx/mgr/mirvac-group,"	8049550000",2.02,-0.02,-0.98,"Real Estate"
ASX:VCX,"Vicinity Centres (ASX:VCX)",https://www.listcorp.com/asx/vcx/vicinity-centres,"	7989240000",1.755,0.00,0,"Real Estate"
ASX:IFT,"Infratil Limited (ASX:IFT)",https://www.listcorp.com/asx/ift/infratil-limited,"	7844720000",9.22,-0.21,-2.23,Industrials
ASX:SEK,"SEEK Limited (ASX:SEK)",https://www.listcorp.com/asx/sek/seek-limited,"	7833280000",21.74,-0.25,-1.14,"Communication Services"
ASX:ALX,"Atlas Arteria (ASX:ALX)",https://www.listcorp.com/asx/alx/atlas-arteria,"	7790980000",5.33,-0.04,-0.74,Industrials
ASX:MCY,"Mercury NZ Limited (ASX:MCY)",https://www.listcorp.com/asx/mcy/mercury-nz-limited,"	7721310000",5.35,-0.20,-3.6,Utilities
ASX:ALD,"Ampol Limited (ASX:ALD)",https://www.listcorp.com/asx/ald/ampol-limited,"	7587540000",31.39,-0.45,-1.41,Energy
ASX:DXS,"Dexus (ASX:DXS)",https://www.listcorp.com/asx/dxs/dexus,"	7453670000",6.99,0.06,0.87,"Real Estate"
ASX:AGL,"AGL Energy Limited (ASX:AGL)",https://www.listcorp.com/asx/agl/agl-energy-limited,"	7205120000",10.64,-0.07,-0.65,Utilities
ASX:GPT,"The GPT Group (ASX:GPT)",https://www.listcorp.com/asx/gpt/gpt-group,"	7145100000",3.73,0.00,0,"Real Estate"
ASX:ORI,"Orica Limited (ASX:ORI)",https://www.listcorp.com/asx/ori/orica-limited,"	6868810000",14.9,-0.18,-1.19,Materials
ASX:AKE,"Allkem Limited (ASX:AKE)",https://www.listcorp.com/asx/ake/allkem-limited,"	6827950000",10.36,-0.32,-3,Materials
ASX:EVN,"Evolution Mining Limited (ASX:EVN)",https://www.listcorp.com/asx/evn/evolution-mining-limited,"	6760840000",3.63,-0.05,-1.36,Materials
ASX:YAL,"Yancoal Australia Ltd (ASX:YAL)",https://www.listcorp.com/asx/yal/yancoal-australia-ltd,"	6694630000",4.98,-0.09,-1.78,Energy
ASX:ARG,"Argo Investments Limited (ASX:ARG)",https://www.listcorp.com/asx/arg/argo-investments-limited,"	6523610000",8.45,-0.15,-1.74,Financials
ASX:AZJ,"Aurizon Holdings Limited (ASX:AZJ)",https://www.listcorp.com/asx/azj/aurizon-holdings-limited,"	6405650000",3.45,-0.03,-0.86,Industrials
ASX:VGS,"Vanguard MSCI Index International Shares ETF (ASX:VGS)",https://www.listcorp.com/asx/vgs/vanguard-msci-index-international-shares-etf,"	6325880000",105.22,-0.86,-0.81,Financials
ASX:WHC,"Whitehaven Coal Limited (ASX:WHC)",https://www.listcorp.com/asx/whc/whitehaven-coal,"	6307970000",7.5,-0.04,-0.53,Energy
ASX:MGOC,"Magellan Global Fund (Open Class)(Managed Fund) (ASX:MGOC)",https://www.listcorp.com/asx/mgoc/magellan-global-fund-open-class-managed-fund,"	6290530000",2.57,-0.03,-1.15,Financials
ASX:NXT,"NEXTDC Limited (ASX:NXT)",https://www.listcorp.com/asx/nxt/nextdc-limited,"	6217670000",12.03,-0.05,-0.41,"Information Technology"
ASX:EBO,"EBOS Group Limited (ASX:EBO)",https://www.listcorp.com/asx/ebo/ebos-group-limited,"	6076470000",31.57,-0.11,-0.35,"Health Care"
ASX:IVV,"iShares S&P 500 ETF (ASX:IVV)",https://www.listcorp.com/asx/ivv/ishares-s-and-p-500-etf,"	6039300000",44.68,-0.39,-0.87,Financials
ASX:MEZ,"Meridian Energy Limited (ASX:MEZ)",https://www.listcorp.com/asx/mez/meridian-energy-limited,"	6015280000",4.48,-0.27,-5.68,Utilities
ASX:IEL,"IDP Education Limited (ASX:IEL)",https://www.listcorp.com/asx/iel/idp-education-limited,"	5984230000",21.04,-0.46,-2.14,"Consumer Discretionary"
ASX:SDF,"Steadfast Group Limited (ASX:SDF)",https://www.listcorp.com/asx/sdf/steadfast-group,"	5888650000",5.62,-0.05,-0.88,Financials
ASX:LYC,"Lynas Rare Earths Limited (ASX:LYC)",https://www.listcorp.com/asx/lyc/lynas-rare-earths-limited,"	5873700000",6.07,-0.22,-3.5,Materials
ASX:IPL,"Incitec Pivot Limited (ASX:IPL)",https://www.listcorp.com/asx/ipl/incitec-pivot-limited,"	5690720000",2.84,-0.09,-3.07,Materials
ASX:NHC,"New Hope Corporation Limited (ASX:NHC)",https://www.listcorp.com/asx/nhc/new-hope-corporation-limited,"	5469320000",5.92,-0.55,-8.5,Energy
ASX:ALU,"Altium Limited (ASX:ALU)",https://www.listcorp.com/asx/alu/altium-limited,"	5440660000",40.86,-0.38,-0.92,"Information Technology"
ASX:ALQ,"ALS Limited (ASX:ALQ)",https://www.listcorp.com/asx/alq/als-limited,"	5350050000",11.15,0.10,0.9,Industrials
ASX:CWY,"Cleanaway Waste Management Limited (ASX:CWY)",https://www.listcorp.com/asx/cwy/cleanaway-waste-management-limited,"	5236820000",2.35,0.00,0,Industrials
ASX:BLD,"Boral Limited (ASX:BLD)",https://www.listcorp.com/asx/bld/boral-limited,"	5140390000",4.59,-0.07,-1.5,Materials
ASX:BEN,"Bendigo and Adelaide Bank Limited (ASX:BEN)",https://www.listcorp.com/asx/ben/bendigo-and-adelaide-bank-limited,"	5007530000",8.77,-0.05,-0.57,Financials
ASX:TNE,"Technology One Limited (ASX:TNE)",https://www.listcorp.com/asx/tne/technology-one-limited,"	4941550000",15.18,-0.04,-0.26,"Information Technology"
ASX:JBH,"JB Hi-Fi Limited (ASX:JBH)",https://www.listcorp.com/asx/jbh/jb-hi-fi-limited,"	4863180000",44.36,-0.12,-0.27,"Consumer Discretionary"
ASX:QUB,"Qube Holdings Limited (ASX:QUB)",https://www.listcorp.com/asx/qub/qube-holdings-limited,"	4734790000",2.67,-0.01,-0.37,Industrials
ASX:DMP,"Domino's Pizza Enterprises Limited (ASX:DMP)",https://www.listcorp.com/asx/dmp/dominos-pizza-enterprises-limited,"	4617060000",51.95,0.54,1.05,"Consumer Discretionary"
ASX:STW,"SPDR S&P/ASX 200 Fund (ASX:STW)",https://www.listcorp.com/asx/stw/spdr-s-and-p-asx-200-fund,"	4526750000",61.64,-0.50,-0.8,Financials
ASX:LLC,"Lendlease Group (ASX:LLC)",https://www.listcorp.com/asx/llc/lendlease-group,"	4475710000",6.48,-0.01,-0.15,"Real Estate"
ASX:HVN,"Harvey Norman Holdings Limited (ASX:HVN)",https://www.listcorp.com/asx/hvn/harvey-norman-holdings-limited,"	4398400000",3.55,0.02,0.57,"Consumer Discretionary"
ASX:VEA,"Viva Energy Group Limited (ASX:VEA)",https://www.listcorp.com/asx/vea/viva-energy-group-limited,"	4339110000",2.73,-0.08,-2.85,Energy
ASX:IOZ,"iShares Core S&P/ASX 200 ETF (ASX:IOZ)",https://www.listcorp.com/asx/ioz/ishares-core-s-and-p-asx-200-etf,"	4262290000",27.53,-0.22,-0.79,Financials
ASX:CHC,"Charter Hall Group (ASX:CHC)",https://www.listcorp.com/asx/chc/charter-hall-group,"	4261700000",9.05,0.04,0.44,"Real Estate"
ASX:LTR,"Liontown Resources Limited (ASX:LTR)",https://www.listcorp.com/asx/ltr/liontown-resources-limited,"	4184290000",1.8,-0.10,-5.26,Materials
ASX:CGF,"Challenger Limited (ASX:CGF)",https://www.listcorp.com/asx/cgf/challenger-limited,"	4159040000",5.88,-0.14,-2.33,Financials
ASX:QUAL,"VanEck MSCI International Quality ETF (ASX:QUAL)",https://www.listcorp.com/asx/qual/vaneck-msci-international-quality-etf,"	4042120000",44.97,-0.39,-0.86,Financials
ASX:GQG,"GQG Partners Inc. (ASX:GQG)",https://www.listcorp.com/asx/gqg/gqg-partners,"	3986290000",1.36,0.01,0.74,Financials
ASX:FLT,"Flight Centre Travel Group Limited (ASX:FLT)",https://www.listcorp.com/asx/flt/flight-centre-travel-group-limited,"	3962860000",17.77,-0.29,-1.61,"Consumer Discretionary"
ASX:BKW,"Brickworks Limited (ASX:BKW)",https://www.listcorp.com/asx/bkw/brickworks-limited,"	3952510000",25.59,-0.34,-1.31,Materials
ASX:PMV,"Premier Investments Limited (ASX:PMV)",https://www.listcorp.com/asx/pmv/premier-investments-limited,"	3671280000",22.89,-0.16,-0.69,"Consumer Discretionary"
ASX:BOQ,"Bank of Queensland Limited (ASX:BOQ)",https://www.listcorp.com/asx/boq/bank-of-queensland-limited,"	3647560000",5.57,0.02,0.36,Financials
ASX:BPT,"Beach Energy Limited (ASX:BPT)",https://www.listcorp.com/asx/bpt/beach-energy-limited,"	3627320000",1.525,-0.07,-4.09,Energy
ASX:MTS,"Metcash Limited (ASX:MTS)",https://www.listcorp.com/asx/mts/metcash-limited,"	3576040000",3.7,0.04,1.09,"Consumer Staples"
ASX:NHF,"NIB Holdings Limited (ASX:NHF)",https://www.listcorp.com/asx/nhf/nib-holdings-limited,"	3540060000",7.28,-0.03,-0.41,Financials
ASX:VTS,"Vanguard US Total Market Shares Index ETF (ASX:VTS)",https://www.listcorp.com/asx/vts/vanguard-us-total-market-shares-index-etf,"	3533110000",331.12,-2.91,-0.87,Financials
ASX:APE,"Eagers Automotive Limited (ASX:APE)",https://www.listcorp.com/asx/ape/eagers-automotive-limited,"	3488710000",13.4,-0.18,-1.33,"Consumer Discretionary"
ASX:NDQ,"BetaShares NASDAQ 100 ETF (ASX:NDQ)",https://www.listcorp.com/asx/ndq/betashares-nasdaq-100-etf,"	3445410000",35.06,-0.34,-0.96,Financials
ASX:ORA,"Orora Group Limited (ASX:ORA)",https://www.listcorp.com/asx/ora/orora-group-limited,"	3399050000",2.5,-0.03,-1.19,Materials
ASX:NIC,"Nickel Industries Limited (ASX:NIC)",https://www.listcorp.com/asx/nic/nickel-industries-limited,"	3342930000",0.765,-0.01,-1.92,Materials
ASX:SMR,"Stanmore Resources Limited (ASX:SMR)",https://www.listcorp.com/asx/smr/stanmore-resources-limited,"	3290080000",3.63,-0.02,-0.55,Materials
ASX:AAA,"BetaShares Australian High Interest Cash ETF (ASX:AAA)",https://www.listcorp.com/asx/aaa/betashares-australian-high-interest-cash-etf,"	3280480000",50.2,0.01,0.02,Financials
ASX:CIA,"Champion Iron Limited (ASX:CIA)",https://www.listcorp.com/asx/cia/champion-iron-limited,"	3248620000",6.24,-0.04,-0.64,Materials
ASX:A200,"BetaShares Australia 200 ETF (ASX:A200)",https://www.listcorp.com/asx/a200/betashares-australia-200-etf,"	3228220000",113.72,-0.95,-0.83,Financials
ASX:NEC,"Nine Entertainment Co. Holdings Limited (ASX:NEC)",https://www.listcorp.com/asx/nec/nine-entertainment-co-holdings-limited,"	3228150000",1.95,-0.03,-1.76,"Communication Services"
ASX:NWL,"Netwealth Group Limited (ASX:NWL)",https://www.listcorp.com/asx/nwl/netwealth-group-limited,"	3201430000",13.02,-0.10,-0.76,Financials
ASX:FBU,"Fletcher Building Limited (ASX:FBU)",https://www.listcorp.com/asx/fbu/fletcher-building-limited,"	3179160000",4.15,0.09,2.22,Industrials
ASX:GOLD,"Global X Physical Gold (ASX:GOLD)",https://www.listcorp.com/asx/gold/global-x-physical-gold,"	3161800000",28.91,-0.05,-0.17,Financials
ASX:AUB,"AUB Group Limited (ASX:AUB)",https://www.listcorp.com/asx/aub/aub-group-limited,"	3129670000",28.37,-0.50,-1.73,Financials
ASX:BRG,"Breville Group Limited (ASX:BRG)",https://www.listcorp.com/asx/brg/breville-group-limited,"	3115200000",21.93,0.21,0.97,"Consumer Discretionary"
ASX:VHY,"Vanguard Australian Shares High Yield ETF (ASX:VHY)",https://www.listcorp.com/asx/vhy/vanguard-australian-shares-high-yield-etf,"	3001780000",64.3,-0.89,-1.37,Financials
ASX:CNU,"Chorus Limited (ASX:CNU)",https://www.listcorp.com/asx/cnu/chorus-limited,"	2998160000",6.8,-0.11,-1.59,"Communication Services"
ASX:ILU,"Iluka Resources Limited (ASX:ILU)",https://www.listcorp.com/asx/ilu/iluka-resources-limited,"	2965180000",6.81,-0.15,-2.16,Materials
ASX:A2M,"The A2 Milk Company Limited (ASX:A2M)",https://www.listcorp.com/asx/a2m/the-a2-milk-company,"	2942340000",4.1,0.03,0.74,"Consumer Staples"
ASX:NSR,"National Storage REIT (ASX:NSR)",https://www.listcorp.com/asx/nsr/national-storage-reit,"	2939490000",2.16,0.00,0,"Real Estate"
ASX:AMP,"AMP Limited (ASX:AMP)",https://www.listcorp.com/asx/amp/amp-limited,"	2933850000",1.05,-0.01,-0.94,Financials
ASX:PDN,"Paladin Energy Limited (ASX:PDN)",https://www.listcorp.com/asx/pdn/paladin-energy,"	2906600000",0.93,-0.05,-4.62,Energy
ASX:IOO,"iShares Global 100 ETF (ASX:IOO)",https://www.listcorp.com/asx/ioo/ishares-global-100-etf,"	2878700000",114.25,-1.03,-0.89,Financials
ASX:CRN,"Coronado Global Resources Inc. (ASX:CRN)",https://www.listcorp.com/asx/crn/coronado-global-resources-inc.,"	2824820000",1.61,-0.07,-4.45,Materials
ASX:RWC,"Reliance Worldwide Corporation Limited (ASX:RWC)",https://www.listcorp.com/asx/rwc/reliance-worldwide-corporation-limited,"	2804840000",3.52,-0.03,-0.85,Industrials
ASX:AVZ,"AVZ Minerals Limited (ASX:AVZ)",https://www.listcorp.com/asx/avz/avz-minerals-limited,"	2752410000",0.78,0.00,0,Materials
ASX:CSR,"CSR Limited (ASX:CSR)",https://www.listcorp.com/asx/csr/csr-limited,"	2735410000",5.64,-0.09,-1.57,Materials
ASX:SUL,"Super Retail Group Limited (ASX:SUL)",https://www.listcorp.com/asx/sul/super-retail-group-limited,"	2709920000",12.07,0.07,0.58,"Consumer Discretionary"
ASX:ANN,"Ansell Limited (ASX:ANN)",https://www.listcorp.com/asx/ann/ansell-limited,"	2699060000",21.76,0.30,1.4,"Health Care"
ASX:SFR,"Sandfire Resources Limited (ASX:SFR)",https://www.listcorp.com/asx/sfr/sandfire-resources-limited,"	2696260000",5.77,-0.13,-2.2,Materials
ASX:TLX,"Telix Pharmaceuticals Limited (ASX:TLX)",https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,"	2688560000",8.45,0.05,0.6,"Health Care"
ASX:VEU,"Vanguard All-World Ex-US Shares Index ETF (ASX:VEU)",https://www.listcorp.com/asx/veu/vanguard-all-world-ex-us-shares-index-etf,"	2584620000",79.62,-0.64,-0.8,Financials
ASX:DRR,"Deterra Royalties Limited (ASX:DRR)",https://www.listcorp.com/asx/drr/deterra-royalties-limited,"	2579810000",4.74,-0.14,-2.87,Materials
ASX:HUB,"HUB24 Limited (ASX:HUB)",https://www.listcorp.com/asx/hub/hub24-limited,"	2577150000",31.19,-0.49,-1.55,Financials
ASX:DOW,"Downer EDI Limited (ASX:DOW)",https://www.listcorp.com/asx/dow/downer-edi-limited,"	2572130000",3.84,0.01,0.26,Industrials
ASX:ETHI,"BetaShares Global Sustainability Leaders ETF (ASX:ETHI)",https://www.listcorp.com/asx/ethi/betashares-global-sustainability-leaders-etf,"	2567710000",12.18,-0.11,-0.9,Financials
ASX:MGF,"Magellan Global Fund (ASX:MGF)",https://www.listcorp.com/asx/mgf/magellan-global-fund,"	2491950000",1.755,-0.00,-0.28,Financials
ASX:ARB,"ARB Corporation Limited (ASX:ARB)",https://www.listcorp.com/asx/arb/arb-corporation-limited,"	2484320000",31.86,1.60,5.29,"Consumer Discretionary"
ASX:BFL,"BSP Financial Group Limited (ASX:BFL)",https://www.listcorp.com/asx/bfl/bsp-financial-group-limited,"	2429540000",5.11,-0.09,-1.73,Financials
ASX:RGN,"Region Group (ASX:RGN)",https://www.listcorp.com/asx/rgn/region-group,"	2428160000",2.11,0.02,0.96,"Real Estate"
ASX:VGAD,"Vanguard MSCI Index International Shares (Hedged) ETF (ASX:VGAD)",https://www.listcorp.com/asx/vgad/vanguard-msci-index-international-shares-hedged-etf,"	2427050000",82.7,-0.83,-0.99,Financials
ASX:CTD,"Corporate Travel Management Limited (ASX:CTD)",https://www.listcorp.com/asx/ctd/corporate-travel-management,"	2418760000",16.52,-0.01,-0.06,"Consumer Discretionary"
ASX:GNE,"Genesis Energy Limited (ASX:GNE)",https://www.listcorp.com/asx/gne/genesis-energy-limited,"	2415990000",2.22,-0.03,-1.33,Utilities
ASX:VNT,"Ventia Services Group Limited (ASX:VNT)",https://www.listcorp.com/asx/vnt/ventia-services-group-limited,"	2395360000",2.78,-0.02,-0.71,Industrials
ASX:DHG,"Domain Holdings Australia Limited (ASX:DHG)",https://www.listcorp.com/asx/dhg/domain-holdings-australia,"	2387660000",3.73,-0.05,-1.32,"Communication Services"
ASX:WEB,"Webjet Limited (ASX:WEB)",https://www.listcorp.com/asx/web/webjet-limited,"	2385370000",6.14,-0.04,-0.65,"Consumer Discretionary"
ASX:SGM,"Sims Limited (ASX:SGM)",https://www.listcorp.com/asx/sgm/sims-limited,"	2376130000",12.01,-0.29,-2.36,Materials
ASX:AWC,"Alumina Limited (ASX:AWC)",https://www.listcorp.com/asx/awc/alumina-limited,"	2350360000",0.78,-0.03,-3.7,Materials
ASX:DEG,"De Grey Mining Limited (ASX:DEG)",https://www.listcorp.com/asx/deg/de-grey-mining,"	2329830000",1.26,-0.03,-2.7,Materials
ASX:PRU,"Perseus Mining Limited (ASX:PRU)",https://www.listcorp.com/asx/pru/perseus-mining-limited,"	2299820000",1.675,0.00,0,Materials
ASX:CLW,"Charter Hall Long WALE REIT (ASX:CLW)",https://www.listcorp.com/asx/clw/charter-hall-long-wale-reit,"	2299000000",3.2,0.02,0.63,"Real Estate"
ASX:SQ2,"Block Inc. (ASX:SQ2)",https://www.listcorp.com/asx/sq2/block-inc,"	2291000000",70.44,0.77,1.11,Financials
ASX:ZIM,"Zimplats Holdings Limited (ASX:ZIM)",https://www.listcorp.com/asx/zim/zimplats-holdings-limited,"	2274380000",20.35,-0.78,-3.69,Materials
